'AbsTime',Acetonitrile',Acetaldehyde',Acetone',DMS',Isoprene',MVK+MACR',MEK',Hydroxyacetone',Benzene',Toluene',Styrene',m-xylene',C3-benzene',C4-benzene',Monoterpene',Latitude',Longitude','Flag'
7/2/2022 18:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:10,0.232,1.303,1.075,NaN,0.336,NaN,NaN,0.192,NaN,1.141,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:15,0.202,1.204,1.179,NaN,0.248,NaN,0.181,0.196,NaN,0.689,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:20,0.206,1.094,1.056,NaN,0.23,NaN,NaN,0.227,NaN,0.506,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:25,0.259,2.42,1.422,NaN,0.269,NaN,0.605,0.418,NaN,0.969,NaN,NaN,NaN,NaN,0.207,29.66986,-95.0593,1
7/2/2022 19:30,0.193,1.353,1.181,NaN,0.19,NaN,0.263,0.264,NaN,0.919,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:35,0.169,1.27,1.119,NaN,0.173,NaN,0.228,0.259,NaN,0.65,NaN,NaN,NaN,NaN,0.247,29.66986,-95.0593,1
7/2/2022 19:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 19:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:10,NaN,NaN,NaN,NaN,NaN,NaN,2.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:15,0.184,0.845,0.788,NaN,NaN,NaN,NaN,0.192,NaN,0.413,1.123,0.691,NaN,NaN,0.345,29.66986,-95.0593,1
7/2/2022 20:20,0.175,0.766,0.911,NaN,NaN,NaN,NaN,NaN,NaN,0.543,0.587,0.667,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:25,0.162,0.773,0.883,NaN,NaN,NaN,NaN,NaN,NaN,0.445,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:30,0.145,0.764,0.826,NaN,NaN,NaN,NaN,NaN,NaN,0.21,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:35,0.14,0.746,0.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:40,0.15,0.784,0.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 20:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:10,0.161,NaN,0.857,NaN,NaN,NaN,NaN,NaN,NaN,0.918,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:15,0.165,1.234,0.966,NaN,NaN,NaN,NaN,NaN,NaN,0.501,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:20,0.189,1.183,0.993,NaN,NaN,NaN,NaN,NaN,NaN,0.298,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:25,0.182,1.17,0.994,NaN,NaN,NaN,0.171,NaN,NaN,0.418,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:30,0.184,0.991,1.033,NaN,NaN,NaN,NaN,NaN,NaN,0.314,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:35,0.185,0.838,0.973,NaN,NaN,NaN,NaN,0.178,NaN,0.304,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:40,0.173,0.868,0.943,NaN,NaN,NaN,NaN,0.181,NaN,0.31,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 21:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:15,0.157,1.331,1.059,NaN,NaN,NaN,NaN,NaN,NaN,0.815,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:20,0.168,1.362,1.076,NaN,NaN,NaN,0.178,NaN,NaN,0.539,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:25,0.162,1.126,1.027,NaN,NaN,NaN,0.185,0.154,NaN,0.302,NaN,NaN,NaN,NaN,0.225,29.66986,-95.0593,1
7/2/2022 22:30,0.155,1.063,0.929,NaN,NaN,NaN,NaN,0.191,NaN,0.105,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:35,0.153,1.177,0.891,NaN,NaN,NaN,NaN,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:40,0.168,1.213,0.825,NaN,NaN,NaN,NaN,0.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 22:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:15,0.158,1.084,0.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.297,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:20,0.167,0.954,0.907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.337,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:25,0.145,1.007,0.855,NaN,NaN,NaN,NaN,0.171,NaN,NaN,NaN,0.472,0.706,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:30,0.172,2.282,1.271,NaN,NaN,NaN,0.402,0.202,NaN,0.144,NaN,0.96,1.125,NaN,0.318,29.66986,-95.0593,1
7/2/2022 23:35,0.192,1.401,1.027,NaN,NaN,NaN,0.206,0.267,NaN,0.104,NaN,1.118,1.573,NaN,0.26,29.66986,-95.0593,1
7/2/2022 23:40,0.193,1.512,1.228,NaN,NaN,NaN,0.29,0.251,NaN,NaN,NaN,1.517,1.418,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:45,0.202,1.405,1.096,0.155,NaN,NaN,0.333,0.397,NaN,0.113,NaN,2.201,1.975,NaN,0.381,29.66986,-95.0593,1
7/2/2022 23:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 23:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:15,0.126,1.092,0.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:20,0.131,1.021,0.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.373,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:25,0.154,1,0.82,NaN,NaN,NaN,NaN,0.194,NaN,NaN,NaN,1.34,2.003,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:30,0.169,1.054,0.929,NaN,NaN,NaN,0.354,0.243,NaN,NaN,NaN,1.71,2.647,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:35,0.185,1.119,0.997,NaN,NaN,NaN,0.532,0.295,NaN,NaN,NaN,0.472,0.802,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:40,0.204,1.069,0.965,NaN,NaN,NaN,0.555,0.298,NaN,NaN,NaN,NaN,0.559,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:45,0.233,1.111,1.097,NaN,NaN,NaN,0.602,0.234,NaN,NaN,NaN,NaN,0.632,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 0:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:15,0.139,1.311,0.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.333,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:20,0.142,1.265,0.86,NaN,NaN,NaN,NaN,0.173,NaN,NaN,NaN,NaN,0.533,NaN,0.259,29.66986,-95.0593,1
7/3/2022 1:25,0.156,1.283,0.941,NaN,NaN,NaN,NaN,0.156,NaN,NaN,NaN,NaN,0.505,NaN,0.294,29.66986,-95.0593,1
7/3/2022 1:30,0.166,1.268,1.018,NaN,NaN,NaN,NaN,0.162,NaN,NaN,NaN,NaN,NaN,NaN,0.246,29.66986,-95.0593,1
7/3/2022 1:35,0.148,0.983,0.891,NaN,NaN,NaN,NaN,0.173,NaN,0.107,NaN,0.474,0.557,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:40,0.153,1.019,0.934,NaN,NaN,NaN,0.252,0.211,NaN,NaN,NaN,0.785,1.101,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:45,0.159,1.007,0.976,NaN,NaN,NaN,0.247,0.259,NaN,NaN,NaN,1.004,1.243,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 1:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:15,0.144,1.465,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.231,29.66986,-95.0593,1
7/3/2022 2:20,0.153,1.393,0.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.304,NaN,0.223,29.66986,-95.0593,1
7/3/2022 2:25,0.183,1.332,0.881,NaN,NaN,NaN,NaN,0.186,NaN,NaN,NaN,0.463,0.594,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:30,0.152,1.321,0.849,NaN,NaN,NaN,NaN,0.189,NaN,NaN,NaN,NaN,0.31,NaN,0.29,29.66986,-95.0593,1
7/3/2022 2:35,0.161,1.253,0.857,0.067,NaN,NaN,NaN,0.193,NaN,NaN,NaN,NaN,0.191,NaN,0.259,29.66986,-95.0593,1
7/3/2022 2:40,0.152,1.202,0.86,0.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:45,0.137,1.265,0.903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.199,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 2:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:15,0.113,1.009,0.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:20,0.124,1.003,0.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:25,0.142,0.997,0.811,NaN,NaN,NaN,NaN,0.283,NaN,NaN,NaN,NaN,NaN,NaN,0.259,29.66986,-95.0593,1
7/3/2022 3:30,0.163,1.795,1.099,NaN,NaN,NaN,0.204,0.36,NaN,0.141,NaN,NaN,NaN,NaN,0.345,29.66986,-95.0593,1
7/3/2022 3:35,0.149,1.314,0.92,NaN,NaN,NaN,NaN,0.436,NaN,NaN,NaN,NaN,NaN,NaN,0.262,29.66986,-95.0593,1
7/3/2022 3:40,0.132,1.33,0.909,0.095,NaN,NaN,NaN,0.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:45,0.156,1.241,0.9,NaN,NaN,NaN,NaN,0.458,NaN,NaN,NaN,NaN,NaN,NaN,0.268,29.66986,-95.0593,1
7/3/2022 3:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 3:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:15,0.1,1.06,0.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:20,0.13,0.979,0.78,NaN,NaN,NaN,NaN,0.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:25,0.138,0.984,0.797,0.099,NaN,NaN,NaN,0.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:30,0.128,0.968,0.825,0.068,NaN,NaN,NaN,0.337,NaN,NaN,NaN,NaN,NaN,NaN,0.211,29.66986,-95.0593,1
7/3/2022 4:35,0.135,1.045,0.751,NaN,NaN,NaN,NaN,0.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:40,0.133,0.979,0.783,NaN,NaN,NaN,NaN,0.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:45,0.131,1.034,0.795,NaN,NaN,NaN,NaN,0.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 4:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:15,0.124,NaN,0.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:20,0.155,1.282,0.813,NaN,NaN,NaN,NaN,NaN,NaN,0.276,NaN,0.914,0.473,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:25,0.144,1.266,0.921,0.061,NaN,NaN,NaN,0.183,NaN,0.283,NaN,1.402,1.377,NaN,0.202,29.66986,-95.0593,1
7/3/2022 5:30,0.156,1.133,0.903,0.071,NaN,NaN,NaN,0.2,NaN,NaN,NaN,NaN,0.369,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:35,0.152,0.914,0.836,NaN,NaN,NaN,NaN,0.189,NaN,NaN,NaN,NaN,0.251,NaN,0.25,29.66986,-95.0593,1
7/3/2022 5:40,0.142,0.873,0.746,NaN,NaN,NaN,NaN,0.159,NaN,NaN,NaN,NaN,0.229,NaN,0.258,29.66986,-95.0593,1
7/3/2022 5:45,0.153,0.971,0.816,0.077,NaN,NaN,NaN,0.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 5:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:15,0.134,NaN,0.859,NaN,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:20,0.159,1.38,1.015,NaN,0.437,NaN,NaN,0.288,NaN,NaN,NaN,NaN,NaN,NaN,0.272,29.66986,-95.0593,1
7/3/2022 6:25,0.144,1.328,0.966,NaN,0.403,NaN,NaN,0.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:30,0.162,1.236,0.944,NaN,0.433,NaN,NaN,0.318,NaN,NaN,NaN,NaN,NaN,NaN,0.292,29.66986,-95.0593,1
7/3/2022 6:35,0.149,1.261,0.96,NaN,0.482,NaN,NaN,0.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:40,0.125,1.305,0.951,NaN,0.508,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:45,0.155,1.282,0.95,NaN,0.434,NaN,NaN,0.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 6:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:15,NaN,NaN,0.786,NaN,0.509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:20,0.14,1.235,1.016,NaN,0.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:25,0.147,1.252,1.023,0.06,0.554,NaN,NaN,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:30,0.175,2.759,1.478,0.064,0.657,0.162,0.326,0.268,NaN,0.16,NaN,NaN,NaN,NaN,0.363,29.66986,-95.0593,1
7/3/2022 7:35,0.189,1.507,1.159,NaN,0.63,NaN,NaN,0.245,NaN,NaN,NaN,NaN,NaN,NaN,0.239,29.66986,-95.0593,1
7/3/2022 7:40,0.171,1.457,1.07,0.061,0.66,NaN,NaN,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:45,0.162,1.541,1.157,NaN,0.903,0.267,NaN,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 7:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 8:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 8:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 8:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 8:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/3/2022 8:20,0.123,1.385,0.967,NaN,0.447,0.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
