'AbsTime',Acetonitrile',Acetaldehyde',Acetone',DMS',Isoprene',MVK+MACR',MEK',Hydroxyacetone',Benzene',Toluene',Styrene',m-xylene',C3-benzene',C4-benzene',Monoterpene',Latitude',Longitude','Flag'
7/2/2022 4:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:00,0.12,1.55,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:05,0.139,1.719,0.925,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:10,0.154,1.753,1.003,0.087,NaN,NaN,NaN,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:15,0.151,1.587,0.927,0.077,NaN,NaN,NaN,0.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:20,0.162,1.505,0.894,0.074,NaN,NaN,NaN,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:25,0.16,1.188,0.929,0.088,NaN,NaN,NaN,0.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:30,0.179,1.217,0.922,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 5:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:00,0.13,NaN,0.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:05,0.155,2.098,1.037,0.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:10,0.154,1.543,0.895,0.077,0.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:15,0.139,1.656,0.96,0.108,0.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:20,0.151,1.579,0.958,0.087,0.214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:25,0.163,1.571,0.934,0.086,0.248,NaN,NaN,0.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:30,0.192,1.56,0.899,0.084,0.259,NaN,NaN,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 6:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:00,0.133,NaN,0.72,NaN,0.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:05,0.142,1.142,0.853,NaN,0.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:10,0.156,1.262,0.895,0.078,0.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:15,0.181,1.258,0.93,0.066,0.812,NaN,NaN,0.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:20,0.167,1.199,0.953,0.062,0.94,NaN,NaN,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:25,0.171,2.722,1.452,0.073,0.872,NaN,0.301,0.212,NaN,NaN,NaN,NaN,NaN,NaN,0.231,29.66986,-95.0593,1
7/2/2022 7:30,0.144,1.513,1.286,0.071,0.729,NaN,NaN,0.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 7:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:00,0.123,NaN,1.44,NaN,0.725,0.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:05,0.139,1.487,1.457,NaN,0.624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:10,0.149,1.503,1.336,NaN,0.532,NaN,NaN,0.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:15,0.155,1.488,1.399,NaN,0.613,0.189,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:20,0.161,1.532,1.357,NaN,0.71,0.213,NaN,0.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:25,0.152,1.418,1.429,NaN,0.537,0.227,NaN,0.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:30,0.131,1.458,1.296,NaN,0.575,0.204,NaN,0.214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 8:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:05,0.135,1.872,1.464,0.08,0.47,0.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:10,0.142,1.852,1.795,0.077,0.536,0.171,0.205,0.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:15,0.139,1.914,1.873,0.121,0.603,0.217,0.184,0.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:20,0.146,1.778,1.901,NaN,0.525,0.167,0.189,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:25,0.15,1.497,1.653,NaN,0.426,0.206,0.192,0.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:30,0.149,1.478,1.578,NaN,0.527,0.232,0.17,0.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 9:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:05,0.151,2.066,3.897,0.109,0.865,0.349,0.659,0.35,NaN,0.505,NaN,NaN,NaN,NaN,0.224,29.66986,-95.0593,1
7/2/2022 10:10,0.142,2.094,2.488,0.091,0.667,0.372,0.328,0.334,NaN,0.151,NaN,NaN,NaN,NaN,0.236,29.66986,-95.0593,1
7/2/2022 10:15,0.161,2.028,2.373,0.089,0.657,0.361,0.34,0.284,NaN,0.142,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:20,0.179,2.146,2.129,0.065,0.852,0.429,0.344,0.267,NaN,0.168,NaN,NaN,NaN,NaN,0.213,29.66986,-95.0593,1
7/2/2022 10:25,0.166,2.108,2.086,0.102,0.94,0.387,0.34,0.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:30,0.163,2.104,2.075,NaN,0.573,0.316,0.297,0.31,NaN,NaN,NaN,NaN,NaN,NaN,0.221,29.66986,-95.0593,1
7/2/2022 10:35,0.203,2.275,2.162,0.128,0.653,0.295,0.329,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 10:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:05,0.253,1.756,1.887,NaN,0.535,0.506,0.798,0.891,NaN,0.444,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:10,0.276,1.837,2.166,NaN,0.39,0.605,0.878,1.126,NaN,0.417,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:15,0.306,1.876,2.056,0.084,0.425,0.614,0.905,1.308,NaN,0.363,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:20,0.288,1.89,2.098,0.064,0.611,0.615,0.896,1.354,NaN,0.469,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:25,0.709,3.131,3.578,0.096,0.57,0.79,1.745,4.069,NaN,1.755,NaN,NaN,NaN,NaN,0.353,29.66986,-95.0593,1
7/2/2022 11:30,0.487,2.52,2.788,0.081,0.662,0.862,1.372,2.582,NaN,1.018,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:35,0.455,2.609,2.605,0.108,0.617,1.007,1.239,2.543,NaN,1.055,NaN,NaN,NaN,NaN,0.748,29.66986,-95.0593,1
7/2/2022 11:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 11:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 12:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:05,0.508,3.123,2.413,0.079,0.307,0.361,1.246,2.657,NaN,1.042,NaN,0.78,2.419,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:10,0.529,2.7,2.63,0.082,0.479,0.552,1.505,2.878,NaN,1.13,NaN,0.531,1.344,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:15,0.515,2.645,2.704,0.064,0.56,0.609,1.389,2.861,NaN,1.074,NaN,0.495,0.464,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:20,0.52,2.735,2.639,NaN,0.443,0.575,1.489,2.83,NaN,1.359,NaN,NaN,0.413,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:25,0.385,2.623,2.61,0.077,0.691,0.742,1.171,1.992,NaN,1.745,NaN,0.499,0.748,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:30,0.38,3.187,2.697,0.069,0.94,0.816,1.184,1.806,NaN,1.88,NaN,0.803,1.606,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:35,0.466,3.378,3.361,0.096,0.557,0.883,1.749,1.905,NaN,1.819,NaN,1.682,3.596,0.562,0.377,29.66986,-95.0593,1
7/2/2022 13:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 13:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:05,0.607,NaN,2.552,NaN,0.674,0.715,1.996,3.462,NaN,1.586,NaN,0.756,1.626,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:10,0.557,2.437,2.675,NaN,0.746,0.824,1.93,2.659,NaN,1.203,NaN,1.135,2.11,NaN,0.259,29.66986,-95.0593,1
7/2/2022 14:15,0.572,2.592,2.923,0.071,0.701,1.026,2.556,2.835,NaN,1.395,NaN,2.492,4.917,0.421,0.224,29.66986,-95.0593,1
7/2/2022 14:20,0.627,2.607,3.284,0.065,0.613,1.01,2.654,2.79,NaN,1.384,NaN,2.462,4.858,0.437,0.342,29.66986,-95.0593,1
7/2/2022 14:25,0.702,2.597,3.572,NaN,0.54,0.942,2.271,2.616,0.256,1.393,NaN,2.11,3.767,0.466,0.307,29.66986,-95.0593,1
7/2/2022 14:30,0.64,2.565,3.483,0.111,0.62,0.826,2.049,2.488,0.297,1.442,NaN,2.29,3.419,0.403,0.26,29.66986,-95.0593,1
7/2/2022 14:35,0.646,2.681,3.367,0.075,0.691,0.815,2.01,2.423,0.278,1.548,NaN,2.143,3.385,0.395,0.23,29.66986,-95.0593,1
7/2/2022 14:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 14:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:05,0.207,NaN,1.877,NaN,0.372,0.286,0.388,0.543,NaN,0.285,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:10,0.27,1.802,2.216,NaN,0.354,0.452,0.56,0.776,NaN,0.444,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:15,0.26,1.862,2.375,0.069,0.372,0.553,0.556,0.859,NaN,0.71,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:20,0.249,1.853,2.307,0.067,0.376,0.599,0.55,0.748,NaN,1.165,NaN,NaN,NaN,NaN,0.204,29.66986,-95.0593,1
7/2/2022 15:25,0.472,3.682,4.922,0.14,0.72,0.706,1.294,2.101,NaN,1.921,NaN,0.412,0.193,NaN,0.5,29.66986,-95.0593,1
7/2/2022 15:30,0.257,2.139,2.873,0.068,0.59,0.601,0.636,0.831,NaN,0.979,NaN,NaN,NaN,NaN,0.29,29.66986,-95.0593,1
7/2/2022 15:35,0.248,2.135,3.179,NaN,0.721,0.649,0.55,0.89,0.292,1.128,NaN,NaN,NaN,NaN,0.284,29.66986,-95.0593,1
7/2/2022 15:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 15:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:05,0.126,NaN,1.623,NaN,0.408,0.173,0.208,0.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:10,0.151,1.422,1.714,NaN,0.543,0.259,0.242,0.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:15,0.162,1.352,1.603,NaN,0.394,0.225,0.304,0.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:20,0.178,1.464,1.69,NaN,0.403,0.232,0.273,0.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:25,0.158,1.501,1.692,NaN,0.418,0.173,0.269,0.327,0.141,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:30,0.162,1.653,1.634,NaN,0.438,0.202,0.297,0.386,0.593,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:35,0.168,1.656,1.761,NaN,0.384,0.195,0.309,0.396,0.977,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 16:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:05,0.12,NaN,1.139,NaN,0.803,0.407,0.23,0.152,NaN,0.11,NaN,NaN,1.119,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:10,0.176,1.682,1.414,NaN,0.716,0.375,0.399,0.385,NaN,NaN,NaN,0.533,1.155,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:15,0.21,1.677,1.324,NaN,0.457,0.345,0.373,0.409,NaN,0.193,NaN,NaN,0.25,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:20,0.202,1.673,1.436,NaN,0.536,0.393,0.379,0.342,NaN,0.286,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:25,0.185,1.439,1.408,NaN,0.624,0.417,0.305,0.378,NaN,0.266,NaN,NaN,NaN,NaN,0.232,29.66986,-95.0593,1
7/2/2022 17:30,0.182,1.26,1.281,NaN,0.592,0.427,0.204,0.323,NaN,0.191,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:35,0.182,1.345,1.122,NaN,0.502,0.349,0.194,0.337,NaN,0.189,NaN,NaN,NaN,NaN,0.26,29.66986,-95.0593,1
7/2/2022 17:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 17:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:05,NaN,NaN,1.019,NaN,0.479,NaN,NaN,0.213,NaN,0.448,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:10,0.178,1.633,1.388,NaN,0.583,0.182,0.338,0.255,NaN,0.726,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:15,0.201,1.611,1.441,NaN,0.519,0.21,0.362,0.298,NaN,1.451,NaN,NaN,NaN,NaN,0.252,29.66986,-95.0593,1
7/2/2022 18:20,0.181,1.433,1.204,NaN,0.483,0.172,0.282,0.357,NaN,0.921,NaN,NaN,NaN,NaN,0.245,29.66986,-95.0593,1
7/2/2022 18:25,0.185,1.443,1.212,0.065,0.48,0.182,0.302,0.296,NaN,2.985,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
7/2/2022 18:30,0.199,1.42,1.33,NaN,0.524,0.161,0.284,0.359,NaN,2.514,NaN,NaN,NaN,NaN,0.206,29.66986,-95.0593,1
7/2/2022 18:35,0.167,1.356,1.286,NaN,0.54,NaN,0.282,0.297,NaN,1.075,NaN,NaN,NaN,NaN,NaN,29.66986,-95.0593,1
